CODE;ENGLISH;;;;;;;;;;;x
EVTDESC_new_avatar_journey_401_arrival_on_whaletail;After months of sailing, the ship entered the foggy waters of Whaletail Island. The island was always surrounded by fogs, the air here was cold from the fast sea currents of the South Sea, and only high towers of temples on the hills saved ships from eternal wandering in frosty oblivion to the inevitable crash on the reefs.\nIt was rumoured that the fogs were created here by waterbenders to prevent ships of other nations from fishing here. Others considered this a manifestation of ancient spirits, like the Spirit of Mist, as ancient as the Spirits of the Moon and the Ocean.\nAlthough the air nomads do not like to settle on the coast, the fogs protected them as well as mountains and cliffs. The island has a tradition of fasting, and every summer hundreds and thousands of air nomads go on pilgrimage to this island, where Monk Tang Xu fasted for 98 days.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_401;Here, I think I'll find fellow travellers to the Southern Air Temple.;;;;;;;;;;;x
EVTTOOLTIP_new_avatar_journey_401_move_to_whaletail;You move to Whaletail;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_402_whaletail_temple;Whaletail Temple;;;;;;;;;;;x
EVTDESC_new_avatar_journey_402_whaletail_temple;Hidden in the misty hills, a giant wooden temple was visible.\nA tall pagoda towered over the mist, indicating to skybison the location of the temple. Near the temple there were hundreds of living quarters on stilts. Skybison slept beneath them. There was a smell of incense everywhere, the fog held the smell in the air for many hours.\nThe temple seemed to be divided into two parts, connected by high bridges.\nAnd like the temple, there seemed to be two types of people.\nSome in the typical yellow-orange outfits of air nomads, and others completely in dark red, they stayed away from each other.\nThere was a vast market square around the pagoda, where nomads from all over the world exchanged goods. And although it was difficult to measure because of the fog, it seemed that this is the most densely populated place of airnomads in the world...;;;;;;;;;;;x
EVTOPT_new_avatar_journey_402;Very impressive...;;;;;;;;;;;x
EVTTOOLTIP_new_avatar_journey_402_go_to_market_square;I'll take a walk down to the market square;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_403_whaletail_market;Whaletail Market;;;;;;;;;;;x
EVTDESC_new_avatar_journey_403_whaletail_market;Here, they traded goods from all over the world. Famous fruit pies, whale and walrus bones, silk, paintings, oil, paper, scrolls and books. Moreover, coins of all four nations were used in the exchange. Currency exchange shops were especially successful. Natural exchange was also often used.\nIt turned out that many air nomads traded here on behalf of the Beifong house. Here was the postal center of air nomads, from ancient times, the Earth Kings hired them as messengers.\nNo one could imagine that without air nomads, the world trade would end...;;;;;;;;;;;x
EVTOPT_new_avatar_journey_403;It's very easy to get lost here;;;;;;;;;;;x
EVTTOOLTIP_new_avatar_journey_403;(In the future, there will be market options instead);;;;;;;;;;;x
EVTTITLE_new_avatar_journey_404_welcome_to_whaletail;Welcome to Whaletail;;;;;;;;;;;x
EVTDESC_new_avatar_journey_404_welcome_to_whaletail;I was as if intoxicated by this hazy picture. Suddenly, a monk patted me on the shoulder. It was a young monk, a messenger from the Temple. They were notified of my arrival and took a long time to find me...\nOn the way to the temple the messenger often stopped and showed me the sights around the temple. Great cave vaporium, jade statue of Tang Xu, spring and autumn fasting square. At the entrance to the western part of the temple, decapitated statues were visible at the entrance to the eastern part. We were warmly welcomed at the temple by a group of five elders, and the messenger left. We talked about the duties of an Avatar and my training.\nI was offered to stay for a couple of days to see the Tang Xu Festival, but wouldn't it be better to fly to the Southern Air Temple as soon as possible?;;;;;;;;;;;x
EVTOPT_new_avatar_journey_404_stay_for_festival;Yes, I will stay for the festival;;;;;;;;;;;x
EVTOPT_new_avatar_journey_404_fly_to_temple;I have to fly away;;;;;;;;;;;x
EVTTOOLTIP_new_avatar_journey_404;§YSKIP WHALETAIL QUEST§!;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_405_tang_xu_fast;Tang Xu Fast;;;;;;;;;;;x
EVTDESC_new_avatar_journey_405_tang_xu_fast;The Tang Xu Festival was much different from anything I could have imagined. Usually at festivals there is a lot of food, sound and activity. But here you were able to listen only gong banging and eat lean food.\nMany people still were playing pai-sho. And a lot were seating around the pagoda meditating.\nOne monk called me to his pai-sho table, offered to play. "You're not from here, right?"\n"I also see that you are not an airbender. Or is it no longer customary in the 'free' commune to shave your head?"\nThe game went on while I was telling him my story.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_405_i_want_to_know;I want to know more about those "free" people;;;;;;;;;;;x
EVTOPT_new_avatar_journey_405_can_we_already_leave;Are you going to the Southern Air Temple by any chance?;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_406_whaletail_customs;Whaletail Customs;;;;;;;;;;;x
EVTDESC_new_avatar_journey_406_whaletail_customs;"Long ago, when airbenders flew not on skybison and gliders, but walked on the clouds, when our nation was young and proud, and the first statue of Wang had not yet been carved, there were those who did not hesitate to encroach on someone else's life. They worshiped hungry spirits in exchange for knowledge.\nMillennia later, after a long wandering in the spirit world, Guru Liu Xi recorded the history of air nomads. Guru Laghima, Shoken, and Liu Xi's historical notes have inspired a new generation of "free" folks, and the monk Tang Xu, without knowing it, found them a shelter here.\nThey eat meat and fish for Giant Koi for lamp oil. Our temple is divided into two parts, and the bridge between them will soon rot, which no one will notice. There are rumours of screams on the night of the Tang Xu festival, you won't be staying the night, are you?";;;;;;;;;;;x
EVTOPT_new_avatar_journey_406_stay_the_night;Thanks for warning, I'm leaving tomorrow.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_406_ask_help;Are you going to the Southern Air Temple by any chance?;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_407_whaletail_customs_night;Whaletail Customs: Night;;;;;;;;;;;x
EVTDESC_new_avatar_journey_407_whaletail_customs_night;In the middle of the night, something interrupted my sleep. After the monk's story, I already had a restless dream.\nThe wind could be heard blowing through the wooden walls.\nBut all this was drowned out by the sound of the banging on a gong. The sound pulsed in my ears, although it was relaxing, and seemed to move away.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_407_see_whats_going_on;Let's see what's going on there;;;;;;;;;;;x
EVTOPT_new_avatar_journey_407_continue_sleeping;Continue sleeping;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_408_fog_over_whaletail;The Fog over Whaletail;;;;;;;;;;;x
EVTDESC_new_avatar_journey_408_fog_over_whaletail;I quickly and quietly dressed, left the house standing on the pillars. Hazy skies in the distance was painted red and yellow glow. The smell of incense was emitted in the same direction. The light shone in the direction of the "Free" commune. The streets were empty, was I the only one who was awakened by this?Coming closer, the gong began to complement the sonorous voices of prayers in a strange language. Not understanding the words, one could feel their antiquity, that these words were definitely not from this era.\nFollowing the sound, I went out to the square near the eastern part of the temple. Hundreds of monks in red robes sat and with closed eyes recited the mantra melodiously.\n"Would you like to join, wanderer?" said the same monk I spoke to during the day. "Soon the time of sacrifice will come, and whose voices He does not hear, He will take with Him.";;;;;;;;;;;x
EVTOPT_new_avatar_journey_408_restore_order;Restore the order;;;;;;;;;;;x
EVTOPT_new_avatar_journey_408_join_sacrifice;Join sacrifice;;;;;;;;;;;x
EVTOPT_new_avatar_journey_408_join_prayer;Join prayer;;;;;;;;;;;x
EVTOPT_new_avatar_journey_408_reject_prayer;Reject prayer;;;;;;;;;;;x
tooltip_may_lead_to_whailtail_conversion;May lead to a change of religion on the island or death!;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_409_spirit_of_mist;Something that floats;;;;;;;;;;;x
EVTDESC_new_avatar_journey_409_spirit_of_mist;I don't know why, but I froze. I heard, through the prayers and the gong, the monk was saying something, his lips were moving, but I heard only This. As through the fog, as through the water, something was moving. I just noticed that the monk was talking with his eyes closed. Suddenly, he gave up his attempts, and sat down in his place, repeating the words of the ancients.\nThe sound of movement grew more and more, and a flying fish swam out of the forest. I felt a look on me, heavy and light at the same time.\nWhat am I doing here? What should I do? Is it a spirit? What kind of sacrifice? So many thoughts were running through my head. And something unlimited seemed to take control over me, something so familiar that it didn't take words to describe it. This was the first Avatar State.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_409_stop_the_madness;Stop the madness;;;;;;;;;;;x
EVTOPT_new_avatar_journey_409_talk_to_this;Talk to This;;;;;;;;;;;x
tooltip_whaletail_spirit_fight;I feel the power and the will... The whisper of forgotten Avatars tells me to end the madness, maybe even at the cost of my own oblivion;;;;;;;;;;;x
tooltip_whaletail_spirit_talk;I hear the voice no one able to hear... I can speak the language no one able to speak but someone before me, I can speak it, talk to This;;;;;;;;;;;x
nick_spirit_slayer;Spirit Slayer;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_4090_whaletail_penance;Whaletail Penance;;;;;;;;;;;x
EVTDESC_new_avatar_journey_4090_fight_with_whaletail_spirit;Taking the Thing by surprise, I unleashed upon him all the power and wrath of the Avatars he once carried away.\nWhen I woke up, I saw a destroyed forest. Suddenly, the monks lost hundreds of years ago came out of the fog, the monks sitting in shock came to their senses and helped their people get out of the forest. The fog began to dissipate, rise and collect in large clouds. Soon the clouds flew away in an unknown direction.\nEven if the spirit is not destroyed, it will not soon disturb these places again.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_4090_penance;I really want to sleep...;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_4091_whaletail_tragedy;Abandoned;;;;;;;;;;;x
EVTDESC_new_avatar_journey_4091_murdered_by_whaletail_spirit;Hundreds of Avatars have seen this spirit before me. I feel their anger. Spirit feels it too. The fog is thickening, there is pitch darkness.\nA strong blow, possibly a tail. Dozens of broken tree branches behind. With high speed, it is behind the trunk.\nHit.\nI can't feel the body. Forces go somewhere. The light goes out. Where are you going? Why are you leaving me at the most important moment?\nHit.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_4091;Abandoned even by own past lives...;;;;;;;;;;;x
tooltip_whaletail_spirit_hit;Hit;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_410_towards_the_wind;Towards the wind;;;;;;;;;;;x
EVTDESC_new_avatar_journey_410_towards_the_wind;Today we fly to the Southern Air Temple. We packed in a bison saddle, and I took one last look at the foggy hills of Whaletail Island. [fellow_traveler.GetFirstName] took the reins, and said yip-yip. His skybison [GetSkybisonName] kicked off the ground with its tail and we soared into the air. Very quickly we emerged from the blinding vapors, turns out they were not just fogs bug fallen clouds.\nFog look so soft from here, like you could just jump down and you'd land in a big, soft, cottony heap. There where the clouds dropped to the ground, and seemed like fogs, I missed the Sun so much. Signal tower and lighthouses sweep below, soon the blue of the sea began to be seen, and I calmed down. The waters were calm too.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_410;To Southern Air Temple!;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_411_southern_air_temple;Southern Air Temple;;;;;;;;;;;x
EVTDESC_new_avatar_journey_411_southern_air_temple;We have crossed the Patola ridges and should be arriving at the Southern Air Temple soon.\nMountain peaks began to cut through the clouds, and in the distance could be seen the Great Temple, the Southern Air Temple.\nYoung monks were flying around, some of them playing air polo;;;;;;;;;;;x
EVTOPT_new_avatar_journey_411;The Greatest Temple...;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_412_landing;Landing;;;;;;;;;;;x
EVTDESC_new_avatar_journey_412_landing;[fellow_traveler.GetFirstName] began to lead the bison to land.\nAs soon as we descended, five elders approached the bison. They bowed and the central one said: "It is a great honour for us to welcome you. We are the elders of this temple.\nWe and our best teachers will teach you airbending and our traditions."\nThen they escorted me to my monastery cell.\nAfter a long flight, I was very tired and fell asleep quickly;;;;;;;;;;;x
EVTOPT_new_avatar_journey_412;Zzz...;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_413_gyatso;Gyatso;;;;;;;;;;;x
EVTDESC_new_avatar_journey_413_gyatso;I lived in the same room with several other monks. Gyatso was the most powerful airbender among us. We quickly hit it off. Gyatso was younger than me, but definitely wiser than many in the Fire Nation. Like other airbenders, he was not deprived of a sense of humor. For the first time since my separation from Sozin, I stopped feeling lonely.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_413;It's nice to have a friend;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_414_walking_around_the_temple;Walking around the temple;;;;;;;;;;;x
EVTDESC_new_avatar_journey_414_walking_around_the_temple;Gyatso was assigned as my guide and told to give me a tour of the Temple. I was shown dozens of prayer rooms and gardens. There is no large-scale production here and it is not customary to wear luxury.\nIt turned out that huge networks of underground corridors were dug under the Temple.\nThere they extract special blue crystals that are ground into dust and applied under the skin when tattooing.\nFinally, we went to the main tower. There is a sanctuary there, only the elders and the Avatar can enter. Massive wooden gates with a complex system of pipes can only be opened by airbending masters.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_414;I'll open them soon;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_415_meditation;Meditation;;;;;;;;;;;x
EVTDESC_new_avatar_journey_415_meditation;Today we have been meditating all day. The monks say that air is the element of freedom. So the first step to understanding it is to free your mind. We sat in a circle and concentrated on our breathing. The aim of the exercise was to become aware of the most basic thing in the airbending - the process of breathing, to feel how air inhales, spreads over the body, and exhales freely.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_415;I've learned a lot.;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_416_balance;Balance;;;;;;;;;;;x
EVTDESC_new_avatar_journey_416_balance;Before conquering the air, I need to feel the balance. Today we practised balance on high and thin poles all day. I fell down many times, but the teachers helped me again and again. Many airbenders did not have much difficulty, many were meditating;;;;;;;;;;;x
EVTOPT_new_avatar_journey_416;Honestly, my feet are aching;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_417_airbending_gates;Airbending Gates;;;;;;;;;;;x
EVTDESC_new_avatar_journey_417_airbending_gates;After weeks of meditation and balance training, my next challenge will be walking through dozens of spinning gates. The monks say that the secret of this exercise is to liken oneself to a leaf in the wind. It teaches circular movements and overcoming obstacles without the use of force.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_417;It's painful.;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_418_airbending_gates_success;Airbending Gates: Success;;;;;;;;;;;x
EVTDESC_new_avatar_journey_418_airbending_gates_success;After many weeks of training, I finally passed the test. It was difficult, but now I am free to get through the gates at any speed. It's like a dance, not without a reason airbenders are so good at dancing.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_418;What now?;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_419_airbending_gates_fail;Airbending Gates: Fail;;;;;;;;;;;x
EVTDESC_new_avatar_journey_419_airbending_gates_fail;I haven't been able to get through this gate for weeks. I can't even make it a third of the way through, I keep getting hit and thrown out every time. The monks are reassuring, they say it's a difficult exercise and not all avatars pass it quickly.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_419;Once again!;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_420_air_gliding;Freedom;;;;;;;;;;;x
EVTDESC_new_avatar_journey_420_air_gliding;It was the first time I had airbended! After months of training, I'm finally flying through the clouds. The group and I were transported to the highest peak, from where I was told to take off in a glider. I thought it was crazy and I couldn't handle it, and I refused for a long time, but the teachers insisted that if anything happened, they would rescue me. Only when I got off the ground did I finally feel real freedom, and the air obeyed me.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_420;I am an airbender now!;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_421_the_avatar_sanctuary;The sanctuary;;;;;;;;;;;x
EVTDESC_new_avatar_journey_421_the_avatar_sanctuary;At last I can open the gate to the sanctuary. The monks say that only elders and avatars can open them. Opening them with an airbending, I entered the dark room. Walking a little further, I saw statues of past avatars: Kyoshi, Kuruk, Jangchen, Szeto, Salai... I don't know how, but just looking at them fills me with wisdom.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_421;Hopefully we'll talk soon;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_425_airbending_mastering;Leaving Southern Air Temple;;;;;;;;;;;x
EVTDESC_new_avatar_journey_425_airbending_mastering;I had finished mastering airbending. The monks blessed me and provided me with a sky bison escort to the water tribes. I'm going to miss this temple...;;;;;;;;;;;x
EVTOPT_new_avatar_journey_425;Bye;;;;;;;;;;;x
EVTOPT_new_avatar_journey_425_bye_gyatso;Bye, Gyatso!;;;;;;;;;;;x
# new types of tributaries
TRIBUTARY_AVATAR_NAME;Avatar at Court;;;;;;;;;;;x
TRIBUTARY_AVATAR_PLURAL;Avatar at Court;;;;;;;;;;;;x
SUZERAIN_LIEGE_OF_AVATAR_NAME;Avatar's Host;;;;;;;;;;;x
TRIBUTARY_AVATAR_TRIBUTE;Wisdom;;;;;;;;;;;x
TRIBUTARY_UNREVEALED_AVATAR_NAME;Special Courtier;;;;;;;;;;;x
TRIBUTARY_UNREVEALED_AVATAR_PLURAL;Special Courtier;;;;;;;;;;;x
SUZERAIN_LIEGE_OF_UNREVELAED_AVATAR_NAME;Host;;;;;;;;;;;x
TRIBUTARY_UNREVEALED_AVATAR_TRIBUTE;Loyalty;;;;;;;;;;;x
# Avatar Training tooltips:
tooltip_success;Success;;;;;;;;;;;x
tooltip_failure;Failure;;;;;;;;;;;x
good_progress_tt;Good Progress;;;;;;;;;;;x
progress_tt;Progress;;;;;;;;;;;x
trouble_tt;Trouble;;;;;;;;;;;x
bad_trouble_tt;Bad Trouble;;;;;;;;;;;x